transaction_id,profile_id,date_of_booking,date_of_service_requested,source,slot of booking (hour of the day)
IBHQH,5211,12/27/2017,12/29/2017,D,14
SAWKE,5211,1/15/2018,1/18/2018,A,14
RJLUS,5211,1/27/2018,1/29/2018,C,7
GDJZP,5211,2/3/2018,2/8/2018,C,12
SGPRN,5211,2/5/2018,2/6/2018,A,11
NCCZW,5211,2/22/2018,2/22/2018,B,14
WONVK,5211,3/16/2018,3/19/2018,D,15
EOLUF,5211,4/25/2018,4/25/2018,D,8
XQLXW,5211,5/5/2018,5/9/2018,C,13
QCUAD,5211,5/16/2018,5/19/2018,A,14
YXKOE,5211,8/16/2018,8/18/2018,A,13
DQRBL,5211,8/31/2018,9/3/2018,C,14
HAZQL,5211,10/8/2018,10/10/2018,D,7
EFZCK,5211,11/14/2018,11/18/2018,D,11
BZMBG,5211,11/30/2018,12/5/2018,D,18
CCDNZ,5212,11/24/2018,11/26/2018,D,12
RPIXR,5213,10/27/2018,10/28/2018,B,7
ZSTUN,5214,12/23/2017,12/24/2017,A,13
TBKGW,5215,8/22/2018,8/22/2018,A,12
LEHWW,5216,10/13/2018,10/16/2018,B,14
YKQCX,5217,12/30/2017,12/30/2017,D,13
HKLOG,5217,12/30/2017,12/31/2017,B,15
HFWEB,5217,1/31/2018,2/4/2018,C,13
SPYHH,5217,4/8/2018,4/10/2018,D,14
SYBOS,5217,4/26/2018,4/26/2018,C,17
VVOXA,5217,7/18/2018,7/22/2018,D,9
EAQPJ,5217,11/3/2018,11/4/2018,C,10
QXKEM,5217,11/20/2018,11/25/2018,D,11
LGYLL,5218,5/22/2018,5/26/2018,D,14
BPFAM,5219,6/24/2018,6/24/2018,C,7
XRSMO,5220,3/21/2018,3/21/2018,B,13
DYNNS,5221,3/19/2018,3/20/2018,D,13
HHFPL,5221,4/17/2018,4/21/2018,D,6
NZRVQ,5222,6/7/2018,6/12/2018,B,14
PTNQR,5223,5/18/2018,5/22/2018,A,16
OGJMK,5224,10/25/2018,10/26/2018,D,14
QSMJB,5225,12/18/2017,12/21/2017,C,12
RESKJ,5225,1/4/2018,1/9/2018,A,15
QMJFL,5225,2/24/2018,2/24/2018,A,16
PWGRU,5225,3/24/2018,3/26/2018,B,17
XFBIB,5225,4/25/2018,4/29/2018,B,14
AYAOM,5225,5/11/2018,5/11/2018,D,8
ZJFMD,5225,8/7/2018,8/11/2018,D,13
LZRWH,5225,10/7/2018,10/7/2018,C,14
MPIRI,5225,10/19/2018,10/24/2018,D,14
QMFTH,5225,10/22/2018,10/27/2018,C,18
WSORN,5225,11/16/2018,11/16/2018,C,15
JOFPR,5226,11/27/2018,11/29/2018,C,14
OYTMX,5227,4/12/2018,4/15/2018,D,14
YGSSG,5227,7/12/2018,7/12/2018,D,13
HJJGU,5228,5/23/2018,5/27/2018,D,6
LBQHZ,5229,12/2/2017,12/2/2017,B,14
BTTIS,5230,8/25/2018,8/26/2018,C,19
QMEYY,5231,1/7/2018,1/7/2018,D,8
HOZLX,5232,3/26/2018,3/31/2018,C,9
WMOCR,5232,4/15/2018,4/18/2018,A,14
QEWSP,5232,8/22/2018,8/27/2018,C,19
TTSHA,5233,7/23/2018,7/26/2018,B,17
NQMBF,5234,12/1/2017,12/1/2017,A,14
MMHGJ,5235,7/10/2018,7/15/2018,B,14
JRBYU,5236,12/29/2017,1/3/2018,C,14
JCJUZ,5236,1/23/2018,1/23/2018,D,14
OORLD,5236,2/26/2018,3/2/2018,D,14
DEJDE,5236,4/17/2018,4/20/2018,C,13
HPEPE,5236,5/2/2018,5/4/2018,D,14
XIVKW,5236,6/5/2018,6/10/2018,D,13
VCMVA,5236,9/5/2018,9/6/2018,B,13
POTKO,5236,9/5/2018,9/7/2018,D,11
QWBWV,5236,10/20/2018,10/23/2018,C,10
ARNCW,5237,9/10/2018,9/14/2018,C,7
HMHUE,5238,10/3/2018,10/5/2018,C,19
NHZYG,5239,8/31/2018,9/1/2018,B,14
XHXKY,5240,2/4/2018,2/6/2018,A,16
VIZFF,5241,3/20/2018,3/22/2018,C,19
YJNHV,5242,3/8/2018,3/11/2018,C,13
XDGRA,5242,7/30/2018,8/3/2018,C,14
SORKF,5243,1/11/2018,1/11/2018,C,14
PEIBE,5244,6/20/2018,6/24/2018,B,14
KKHTT,5245,12/17/2017,12/17/2017,D,14
KUINU,5245,1/27/2018,1/27/2018,D,14
YZBRH,5245,11/13/2018,11/14/2018,D,13
DMICG,5246,12/25/2017,12/27/2017,D,14
SFMJE,5247,7/19/2018,7/22/2018,D,14
HAPDF,5248,6/3/2018,6/6/2018,C,13
IWCSX,5249,4/2/2018,4/2/2018,C,14
YSSSM,5250,12/10/2017,12/12/2017,A,13
VWBHG,5251,10/14/2018,10/16/2018,C,14
QDZHS,5252,8/19/2018,8/24/2018,D,17
RHFBH,5253,5/18/2018,5/23/2018,D,14
AWBDP,5254,11/11/2018,11/11/2018,B,15
IJYCQ,5255,4/20/2018,4/23/2018,C,14
OIMNF,5255,5/2/2018,5/2/2018,A,14
VFTDJ,5256,3/11/2018,3/15/2018,D,16
WOTNV,5257,10/29/2018,10/30/2018,B,13
YDQCL,5258,12/16/2017,12/20/2017,C,13
XYXGR,5259,12/10/2017,12/15/2017,D,13
IKQER,5259,5/23/2018,5/25/2018,B,14
PLRCR,5260,7/14/2018,7/19/2018,D,14
VRDNL,5261,12/2/2017,12/7/2017,A,14
CMJTT,5262,7/24/2018,7/28/2018,B,11
CTVRG,5263,1/12/2018,1/17/2018,D,11
SUJNJ,5263,2/16/2018,2/20/2018,B,10
HABAM,5263,8/6/2018,8/6/2018,C,19
QRGRX,5264,9/30/2018,10/2/2018,A,13
JGUPT,5265,12/19/2017,12/23/2017,C,14
TAAAE,5266,11/18/2018,11/18/2018,C,10
SNDKZ,5267,12/29/2017,12/29/2017,D,8
ZBZNT,5268,11/29/2018,12/2/2018,B,13
EBSAD,5269,7/13/2018,7/18/2018,B,19
HIZAG,5270,3/24/2018,3/25/2018,C,8
NOMSK,5271,10/27/2018,10/29/2018,B,14
TDPSC,5272,6/5/2018,6/7/2018,B,10
BDLZQ,5273,1/4/2018,1/9/2018,C,14
LBSDA,5274,1/23/2018,1/25/2018,B,14
JOCEM,5275,1/9/2018,1/13/2018,B,14
RPTRC,5275,5/14/2018,5/19/2018,B,17
RMCHI,5275,5/15/2018,5/16/2018,C,6
TDFHX,5275,8/20/2018,8/21/2018,C,10
PIFJQ,5275,11/29/2018,11/29/2018,D,14
KFWHA,5276,8/15/2018,8/19/2018,C,14
GTABL,5277,5/6/2018,5/6/2018,B,16
UHGPF,5278,1/30/2018,1/30/2018,D,15
ECIMA,5279,11/2/2018,11/4/2018,C,18
KNHHQ,5279,11/27/2018,11/28/2018,C,14
ZVMYV,5280,9/13/2018,9/13/2018,C,13
IJPKE,5280,11/4/2018,11/7/2018,C,14
FAXFA,5281,8/11/2018,8/12/2018,D,8
NSWGW,5282,11/15/2018,11/18/2018,D,14
XNUER,5283,8/6/2018,8/11/2018,C,18
UYFIM,5284,3/12/2018,3/13/2018,B,11
QHMAG,5284,11/27/2018,11/29/2018,B,7
AZMQX,5285,5/3/2018,5/7/2018,D,6
DQIXB,5286,8/20/2018,8/23/2018,C,10
ZXUBI,5287,1/21/2018,1/23/2018,B,13
WPCZO,5288,5/22/2018,5/26/2018,B,16
EWLBJ,5289,12/25/2017,12/29/2017,D,18
NEJYX,5289,10/3/2018,10/6/2018,D,14
OGKIU,5290,10/4/2018,10/8/2018,D,14
UBPOP,5291,1/21/2018,1/25/2018,D,14
CDMDV,5292,9/30/2018,10/4/2018,B,11
WBCAR,5293,11/2/2018,11/3/2018,C,14
ZZBFH,5294,12/19/2017,12/22/2017,D,13
UDTJQ,5294,1/19/2018,1/23/2018,D,17
SGRJX,5294,5/4/2018,5/5/2018,B,12
TUKUF,5294,6/28/2018,7/3/2018,C,14
WIDEW,5294,10/2/2018,10/2/2018,A,13
ZIPKK,5294,11/29/2018,11/29/2018,B,13
PQKKA,5295,1/2/2018,1/4/2018,C,9
WJLBR,5295,5/8/2018,5/13/2018,B,6
XLQLP,5295,6/29/2018,6/30/2018,C,17
MQCGJ,5296,2/23/2018,2/28/2018,A,14
UIFCH,5297,5/4/2018,5/4/2018,D,8
KBDRU,5298,1/22/2018,1/27/2018,C,14
FXLCK,5298,4/22/2018,4/27/2018,C,8
UYQYW,5298,7/17/2018,7/18/2018,D,18
SXYBJ,5299,12/29/2017,12/31/2017,B,19
RYGQP,5299,1/10/2018,1/14/2018,C,10
NQNAC,5299,1/21/2018,1/24/2018,C,14
BLYIX,5299,2/16/2018,2/20/2018,C,9
ZGYJP,5299,2/20/2018,2/23/2018,C,13
TTRYI,5299,4/1/2018,4/6/2018,A,6
NTSXK,5300,2/12/2018,2/16/2018,A,14
ZZIXK,5301,9/16/2018,9/20/2018,C,13
QHCMQ,5302,7/22/2018,7/27/2018,B,12
ELYZF,5302,11/13/2018,11/13/2018,D,11
ALIDW,5303,12/5/2017,12/8/2017,A,10
SQVOY,5303,7/3/2018,7/4/2018,B,18
UKSID,5303,10/7/2018,10/9/2018,D,19
TZLKA,5304,8/4/2018,8/5/2018,B,9
PTGVS,5304,8/9/2018,8/14/2018,C,9
HJGMC,5304,9/21/2018,9/24/2018,C,13
XBFVX,5305,2/23/2018,2/24/2018,A,6
DDNMU,5306,3/22/2018,3/27/2018,C,10
ANMDH,5307,11/6/2018,11/10/2018,D,18
MTKIH,5308,1/15/2018,1/15/2018,C,14
FUXFM,5309,12/5/2017,12/10/2017,D,11
BAJCK,5309,5/11/2018,5/12/2018,B,19
BGAHL,5309,8/2/2018,8/4/2018,D,7
PTPTS,5309,9/13/2018,9/16/2018,A,7
NHWPZ,5310,6/26/2018,6/30/2018,A,14
AFDXS,5310,10/18/2018,10/18/2018,C,19
XJBKA,5311,1/25/2018,1/29/2018,B,16
TRQGE,5312,6/15/2018,6/16/2018,A,17
PJDTU,5313,1/16/2018,1/19/2018,C,14
ANBMU,5314,3/29/2018,4/3/2018,B,8
QARYJ,5314,8/29/2018,9/1/2018,D,17
CGMYL,5315,11/4/2018,11/7/2018,C,14
VGZAJ,5316,8/6/2018,8/10/2018,B,15
TIYQS,5316,8/8/2018,8/11/2018,D,15
FNJVL,5316,8/20/2018,8/23/2018,D,15
WVSFO,5316,9/11/2018,9/11/2018,D,19
OQLRA,5316,10/16/2018,10/21/2018,C,14
YFUIG,5317,6/27/2018,6/30/2018,D,13
XDSIM,5317,7/18/2018,7/18/2018,D,14
UUUUZ,5318,8/4/2018,8/9/2018,A,13
UWUSB,5319,1/4/2018,1/6/2018,B,10
BROEW,5319,2/15/2018,2/19/2018,C,17
ZDZOJ,5319,2/23/2018,2/26/2018,B,13
ZSZDD,5319,3/16/2018,3/18/2018,D,13
RZPXB,5319,7/16/2018,7/18/2018,B,19
LEZGL,5319,9/25/2018,9/25/2018,C,14
MELOY,5319,10/7/2018,10/12/2018,D,14
TGILR,5319,11/3/2018,11/6/2018,B,18
QCMNY,5320,5/21/2018,5/23/2018,B,9
ZYIRK,5321,8/13/2018,8/13/2018,B,13
LNHAJ,5322,1/23/2018,1/24/2018,A,14
LNDTK,5322,4/15/2018,4/16/2018,B,14
BJMWY,5323,11/26/2018,11/26/2018,C,8
XVXCK,5324,12/29/2017,12/31/2017,B,13
PXJTH,5324,1/9/2018,1/13/2018,A,11
KKIBO,5324,2/15/2018,2/16/2018,B,14
QGZUF,5324,4/7/2018,4/10/2018,A,13
IGRUK,5324,6/20/2018,6/20/2018,C,14
MZTQK,5324,7/31/2018,8/4/2018,A,14
ZUZVC,5324,8/21/2018,8/26/2018,A,13
EUUFZ,5324,8/30/2018,9/3/2018,C,9
KLXSN,5324,9/12/2018,9/15/2018,D,14
CTDNV,5325,4/21/2018,4/21/2018,B,6
LGSBI,5325,6/11/2018,6/11/2018,A,14
VRHBE,5325,6/14/2018,6/19/2018,D,14
RFDQE,5325,8/10/2018,8/10/2018,D,17
RFQKZ,5325,11/5/2018,11/8/2018,D,16
AYWAD,5326,11/27/2018,12/1/2018,C,16
HJKVI,5327,12/2/2017,12/5/2017,D,14
SGYAV,5328,12/28/2017,12/30/2017,D,15
YNQCS,5328,8/27/2018,8/31/2018,D,13
DZQGK,5329,11/17/2018,11/18/2018,C,16
IDBVX,5330,6/12/2018,6/17/2018,C,7
QKAPU,5330,6/16/2018,6/21/2018,D,7
UJLXB,5331,1/25/2018,1/28/2018,D,16
NKRIY,5332,3/13/2018,3/18/2018,A,14
XJQTB,5333,7/12/2018,7/14/2018,B,13
BMGIG,5334,2/21/2018,2/22/2018,D,11
FMGHC,5335,7/29/2018,8/2/2018,D,8
GOYUT,5336,7/1/2018,7/5/2018,C,6
NTLYF,5336,8/27/2018,8/31/2018,A,14
MFIXW,5337,1/8/2018,1/9/2018,D,14
WXLTZ,5337,10/28/2018,10/31/2018,D,7
BWKIN,5338,12/8/2017,12/11/2017,C,15
FKNBC,5339,12/19/2017,12/24/2017,D,9
NTDPX,5340,6/4/2018,6/6/2018,D,14
RNDQS,5341,1/17/2018,1/20/2018,C,12
ZLRSX,5341,3/12/2018,3/15/2018,C,13
FSQQP,5342,12/23/2017,12/25/2017,B,15
TKBCM,5343,11/24/2018,11/24/2018,C,15
IHFRR,5344,6/18/2018,6/23/2018,C,14
RRFWO,5345,6/18/2018,6/19/2018,B,19
STTVF,5346,5/24/2018,5/25/2018,C,6
OEUSI,5347,12/1/2017,12/1/2017,C,14
DHFTK,5348,7/12/2018,7/12/2018,C,6
KFTUJ,5349,1/23/2018,1/27/2018,C,14
MOGNH,5350,6/13/2018,6/15/2018,D,14
CKLSG,5351,6/4/2018,6/7/2018,C,6
GBFUK,5352,7/21/2018,7/21/2018,B,13
NWEXT,5353,12/3/2017,12/8/2017,A,14
BIOYJ,5354,2/9/2018,2/11/2018,C,14
CRXGH,5355,1/14/2018,1/15/2018,C,16
IDPCQ,5355,1/30/2018,2/4/2018,C,14
RPSRF,5355,6/9/2018,6/14/2018,C,14
XWOVC,5356,8/11/2018,8/14/2018,C,13
PARDX,5356,11/15/2018,11/19/2018,C,14
GOHXO,5357,6/21/2018,6/22/2018,A,16
RYPDH,5358,2/5/2018,2/7/2018,B,14
JKZVW,5359,1/8/2018,1/11/2018,D,14
BONUG,5359,5/29/2018,5/30/2018,C,6
XVEYT,5360,3/20/2018,3/25/2018,C,13
XTRKA,5360,4/30/2018,5/1/2018,C,13
PXLFE,5360,7/17/2018,7/20/2018,B,14
ENGYF,5360,8/19/2018,8/24/2018,B,11
KRAQY,5360,11/7/2018,11/9/2018,C,14
ASQMK,5361,12/12/2017,12/16/2017,C,7
CVZSF,5362,10/13/2018,10/13/2018,C,12
FAPRV,5363,5/24/2018,5/24/2018,C,19
XANQK,5364,4/20/2018,4/22/2018,C,12
BMAEU,5365,7/18/2018,7/22/2018,B,15
ERMRX,5366,12/7/2017,12/10/2017,B,9
ZVGHJ,5367,11/29/2018,12/3/2018,C,13
WMONC,5368,7/4/2018,7/8/2018,D,14
JJSXL,5368,8/29/2018,9/2/2018,C,14
THSTY,5368,9/17/2018,9/18/2018,B,12
HXMGQ,5368,10/27/2018,10/28/2018,C,14
ECOAM,5369,1/2/2018,1/3/2018,C,8
MROLU,5369,3/29/2018,4/3/2018,D,14
VZJWQ,5370,9/10/2018,9/11/2018,C,12
OJEBG,5371,10/16/2018,10/20/2018,B,14
AEFCV,5372,5/14/2018,5/17/2018,C,8
AWGXT,5373,10/17/2018,10/21/2018,D,15
KFSLB,5374,1/21/2018,1/21/2018,C,14
JKQSJ,5375,7/3/2018,7/6/2018,B,14
JPHNB,5376,12/27/2017,12/30/2017,C,14
KQFNF,5376,10/22/2018,10/25/2018,D,14
FLQKP,5377,12/26/2017,12/26/2017,C,15
KYDIH,5377,2/9/2018,2/12/2018,A,14
BKDQX,5377,2/11/2018,2/13/2018,B,7
SYFNQ,5377,3/3/2018,3/5/2018,C,15
CHLSE,5377,3/18/2018,3/20/2018,B,8
ZKBBQ,5377,4/15/2018,4/15/2018,A,13
RUMTF,5377,4/22/2018,4/22/2018,D,17
ZJUUW,5377,4/26/2018,5/1/2018,D,13
YKPEI,5377,5/2/2018,5/3/2018,C,13
UVZBO,5377,5/8/2018,5/10/2018,A,6
HIQCA,5377,6/24/2018,6/27/2018,C,19
ZZNJZ,5377,7/6/2018,7/7/2018,B,13
AITSV,5377,8/10/2018,8/11/2018,B,9
CQNJF,5377,9/5/2018,9/6/2018,B,9
SGKXU,5378,1/26/2018,1/26/2018,C,7
CZFKL,5379,4/26/2018,4/26/2018,D,9
MBSIV,5380,7/23/2018,7/23/2018,A,14
ECOOG,5380,9/12/2018,9/13/2018,C,17
PQXGW,5381,3/30/2018,4/2/2018,B,17
DKCMM,5382,3/23/2018,3/27/2018,D,15
IUJAP,5382,11/17/2018,11/20/2018,C,14
FKXEP,5383,3/31/2018,4/4/2018,D,6
GDXCM,5383,5/7/2018,5/11/2018,C,17
OXLUZ,5384,1/21/2018,1/23/2018,B,14
PQKIL,5384,6/26/2018,6/29/2018,B,13
UGBYZ,5385,2/1/2018,2/1/2018,D,10
VBQWP,5385,7/20/2018,7/24/2018,D,15
WVGBW,5385,7/23/2018,7/27/2018,A,14
CUCGR,5386,12/29/2017,12/31/2017,D,10
LLOOD,5387,12/25/2017,12/27/2017,D,14
JUXRG,5388,9/4/2018,9/5/2018,C,14
GGUGP,5389,10/1/2018,10/2/2018,C,17
SSGQH,5390,6/4/2018,6/7/2018,A,15
GDXXB,5390,9/1/2018,9/4/2018,C,14
EEFGH,5391,11/8/2018,11/12/2018,C,18
SFQPJ,5392,7/8/2018,7/12/2018,B,8
UNVDP,5393,1/28/2018,2/1/2018,D,8
HXRRV,5393,4/5/2018,4/6/2018,D,13
OEPTF,5393,7/5/2018,7/7/2018,A,14
NTZGV,5393,8/3/2018,8/7/2018,C,14
KRMCN,5393,8/6/2018,8/7/2018,A,14
SFELQ,5394,6/10/2018,6/10/2018,B,19
ZSDKO,5395,4/2/2018,4/5/2018,B,13
WGYHO,5396,11/11/2018,11/16/2018,C,11
JZMJI,5397,4/23/2018,4/24/2018,D,14
CUVTI,5398,3/11/2018,3/11/2018,C,19
GKTWD,5399,9/13/2018,9/15/2018,D,18
CSFPK,5400,4/25/2018,4/29/2018,D,9
IBVPV,5401,5/3/2018,5/8/2018,D,18
IJAEE,5402,8/19/2018,8/21/2018,B,14
GJBFB,5403,10/12/2018,10/15/2018,B,6
FKKNV,5404,8/2/2018,8/3/2018,B,6
QYCHK,5405,4/10/2018,4/14/2018,B,19
PFRPM,5406,2/1/2018,2/3/2018,B,14
ZFTVP,5406,7/8/2018,7/8/2018,D,13
SWTGD,5407,8/8/2018,8/13/2018,A,7
PCAVD,5408,12/1/2017,12/2/2017,B,14
FEKIW,5408,1/11/2018,1/11/2018,C,16
SQLEJ,5408,3/23/2018,3/26/2018,A,10
FZWFJ,5408,9/6/2018,9/11/2018,C,12
WMILO,5408,10/3/2018,10/5/2018,C,7
CAVXV,5408,11/3/2018,11/7/2018,C,10
AFNUH,5408,11/30/2018,12/1/2018,B,13
ZICHC,5409,9/11/2018,9/11/2018,A,13
VSOKA,5410,10/30/2018,10/31/2018,A,14
GTPFF,5411,7/7/2018,7/10/2018,B,9
QTHOA,5412,12/1/2017,12/5/2017,A,9
AJPLV,5412,3/17/2018,3/21/2018,B,8
JODIH,5412,6/22/2018,6/24/2018,C,14
FWFJC,5413,12/26/2017,12/30/2017,C,13
ALJCX,5414,3/20/2018,3/22/2018,A,16
URMKQ,5415,9/30/2018,10/2/2018,C,12
SFQJO,5416,4/29/2018,4/29/2018,D,13
ZBXYZ,5417,3/18/2018,3/23/2018,A,13
HGRWD,5418,4/20/2018,4/22/2018,C,12
ZFBLQ,5419,4/27/2018,4/28/2018,C,13
PYGPU,5420,10/11/2018,10/11/2018,B,12
CFUWQ,5421,2/25/2018,3/2/2018,B,9
XYZFY,5422,2/10/2018,2/10/2018,D,13
VRAJD,5422,10/3/2018,10/5/2018,D,13
GZUSG,5423,12/2/2017,12/6/2017,A,19
OFLAX,5424,1/31/2018,2/5/2018,D,14
YNDMY,5425,10/25/2018,10/27/2018,A,13
DUDZJ,5426,2/21/2018,2/21/2018,C,15
IOGEX,5427,1/6/2018,1/6/2018,C,14
VOOXG,5427,5/26/2018,5/26/2018,C,14
PFOXZ,5427,10/8/2018,10/9/2018,D,14
FGAXN,5428,3/5/2018,3/10/2018,D,13
QJVNS,5429,3/21/2018,3/23/2018,C,13
PUJSN,5430,1/23/2018,1/24/2018,B,12
ZOSNR,5431,12/16/2017,12/21/2017,D,13
CSQTS,5431,12/18/2017,12/21/2017,D,18
RDNGE,5431,1/11/2018,1/16/2018,A,17
JUOTW,5431,1/18/2018,1/22/2018,C,14
YURUW,5431,1/21/2018,1/24/2018,D,13
PLAQU,5431,1/30/2018,2/4/2018,C,14
SPHMJ,5431,4/10/2018,4/12/2018,C,14
RYVIX,5431,5/1/2018,5/4/2018,A,18
VUGYL,5431,5/24/2018,5/24/2018,B,9
LVATS,5431,6/2/2018,6/7/2018,A,14
IIKRL,5431,6/4/2018,6/7/2018,B,14
RAMTS,5431,6/11/2018,6/14/2018,D,18
EDYHG,5431,7/27/2018,8/1/2018,C,12
HNHPJ,5431,7/29/2018,7/31/2018,C,6
IDRSI,5431,8/3/2018,8/5/2018,D,13
SSAOC,5431,8/19/2018,8/22/2018,C,16
HWSMG,5431,8/20/2018,8/24/2018,C,7
LMCOO,5431,8/31/2018,9/4/2018,B,14
FGOHR,5431,9/7/2018,9/11/2018,C,11
OSBGX,5431,9/8/2018,9/13/2018,B,14
UIWVC,5431,9/9/2018,9/14/2018,A,19
FESTF,5431,9/16/2018,9/21/2018,C,14
AHOFZ,5431,9/16/2018,9/18/2018,D,14
MIIPI,5431,9/21/2018,9/25/2018,A,14
PHBXP,5431,10/21/2018,10/26/2018,A,14
GUGSP,5431,10/25/2018,10/29/2018,C,7
ERDFJ,5431,11/8/2018,11/11/2018,C,13
VPNUE,5432,12/25/2017,12/29/2017,D,14
WRFMY,5432,3/26/2018,3/26/2018,D,14
VBMGH,5432,3/30/2018,4/4/2018,D,6
LGIYF,5432,4/22/2018,4/26/2018,B,14
IIPSX,5432,11/28/2018,11/29/2018,B,14
UGKOE,5433,2/17/2018,2/18/2018,D,16
VWSHX,5434,9/5/2018,9/9/2018,A,8
OFBEC,5434,11/26/2018,11/30/2018,A,14
WCKJU,5435,12/7/2017,12/10/2017,C,15
GTKJZ,5435,8/8/2018,8/10/2018,C,7
RFZSX,5435,9/16/2018,9/19/2018,C,17
RJHNB,5436,12/1/2017,12/6/2017,C,7
QATNI,5436,2/18/2018,2/22/2018,B,8
ZEYCP,5436,2/22/2018,2/23/2018,D,13
AENOU,5436,2/23/2018,2/28/2018,B,15
XWOHV,5436,5/16/2018,5/20/2018,B,13
YXJJR,5436,7/3/2018,7/7/2018,A,13
OAIJN,5436,10/30/2018,11/2/2018,B,14
ISCHT,5436,11/7/2018,11/7/2018,C,14
IPCUE,5437,4/9/2018,4/9/2018,C,14
UQJYC,5438,7/11/2018,7/14/2018,B,13
SXNUZ,5439,10/9/2018,10/11/2018,B,11
RYATW,5440,11/28/2018,11/30/2018,B,14
YJQOT,5441,6/7/2018,6/9/2018,A,13
QFMLU,5442,5/3/2018,5/8/2018,B,9
ECYJY,5443,6/13/2018,6/16/2018,D,11
HZNNO,5444,1/25/2018,1/26/2018,B,12
TMZUT,5445,4/25/2018,4/29/2018,B,9
XCBAW,5446,8/14/2018,8/15/2018,C,19
AMRCE,5447,1/27/2018,1/27/2018,B,16
RXLEQ,5448,11/4/2018,11/7/2018,A,15
XVGLN,5449,12/12/2017,12/17/2017,D,13
OSJRX,5450,12/25/2017,12/29/2017,A,14
AOGGQ,5450,2/20/2018,2/21/2018,B,16
JWKPL,5450,4/10/2018,4/14/2018,C,14
SBLSA,5451,2/10/2018,2/14/2018,C,16
NXARD,5451,11/4/2018,11/9/2018,B,14
NRKKZ,5452,8/7/2018,8/12/2018,A,14
KIKCP,5453,2/18/2018,2/22/2018,C,14
ICWDF,5454,2/10/2018,2/13/2018,B,12
GVWRO,5455,12/29/2017,12/31/2017,B,10
QBRSJ,5455,5/27/2018,5/30/2018,A,9
QEKOP,5455,6/20/2018,6/22/2018,A,14
ONWPQ,5456,7/12/2018,7/16/2018,D,14
AVJLS,5457,4/4/2018,4/6/2018,D,12
HZYTF,5458,1/23/2018,1/26/2018,C,16
AAOSE,5459,1/20/2018,1/20/2018,D,17
MQDAR,5459,1/30/2018,1/31/2018,B,14
RPQFQ,5459,2/3/2018,2/3/2018,D,13
QAHSR,5459,2/22/2018,2/27/2018,D,18
ZIYRL,5459,3/11/2018,3/13/2018,A,13
HQRSJ,5459,3/26/2018,3/30/2018,B,8
RYJTP,5459,10/7/2018,10/7/2018,A,19
QGRVV,5459,10/28/2018,11/2/2018,D,11
WAOUX,5460,12/28/2017,1/1/2018,D,16
FMYOP,5460,7/25/2018,7/25/2018,D,11
BSLEY,5460,8/23/2018,8/27/2018,C,12
ZLYPI,5460,11/23/2018,11/24/2018,B,13
TDMXC,5461,5/13/2018,5/15/2018,A,14
DOOYS,5461,11/3/2018,11/3/2018,D,10
QLBMM,5461,11/25/2018,11/25/2018,D,18
CVFAI,5462,12/12/2017,12/16/2017,B,8
IZZTD,5463,6/15/2018,6/17/2018,C,14
YVZSR,5464,12/10/2017,12/10/2017,D,13
UOPFJ,5465,3/31/2018,4/4/2018,D,11
YYSFS,5465,10/16/2018,10/20/2018,C,13
VYALG,5466,3/13/2018,3/14/2018,A,15
PCIFP,5467,8/2/2018,8/4/2018,B,14
OLUZO,5468,1/9/2018,1/11/2018,C,14
ROCJQ,5469,5/20/2018,5/24/2018,B,12
RZPUR,5469,6/11/2018,6/13/2018,D,13
SHZYR,5470,5/5/2018,5/10/2018,C,12
OJBDF,5471,8/26/2018,8/31/2018,D,14
KHRZR,5472,7/29/2018,7/29/2018,B,14
UUAAP,5473,4/6/2018,4/8/2018,C,6
MKBIS,5474,1/5/2018,1/10/2018,B,14
FTHZD,5475,10/30/2018,11/4/2018,C,11
EFOQW,5476,1/18/2018,1/19/2018,D,15
LNAAX,5477,12/22/2017,12/22/2017,C,14
OEJVV,5477,2/11/2018,2/16/2018,A,14
TYKHY,5477,11/9/2018,11/12/2018,A,18
BPSEZ,5478,11/12/2018,11/14/2018,C,6
ATYEF,5479,3/5/2018,3/7/2018,B,10
IIUKQ,5480,6/27/2018,6/27/2018,D,14
GEHYE,5480,11/1/2018,11/5/2018,C,11
PQKOT,5481,8/30/2018,9/1/2018,A,7
MBISS,5482,12/26/2017,12/31/2017,D,14
QIZFM,5483,1/31/2018,2/3/2018,B,19
PTEWM,5484,10/1/2018,10/5/2018,B,14
ARNKZ,5485,12/29/2017,12/29/2017,B,14
XRAOM,5486,11/23/2018,11/24/2018,A,13
NJAMY,5487,10/31/2018,11/4/2018,C,14
SOVVR,5488,8/10/2018,8/11/2018,B,8
SCCVW,5489,9/23/2018,9/24/2018,A,19
UHMMN,5490,7/28/2018,8/2/2018,C,14
DYICD,5491,12/28/2017,12/29/2017,C,10
WUIQX,5491,1/16/2018,1/17/2018,C,13
UCPZU,5492,10/8/2018,10/13/2018,A,15
JREWM,5493,10/22/2018,10/24/2018,D,14
FVNDL,5494,7/30/2018,8/4/2018,B,7
YWOOY,5495,12/13/2017,12/17/2017,D,13
AIRYZ,5496,3/8/2018,3/9/2018,C,14
ETRRK,5497,8/10/2018,8/11/2018,C,7
GWOGS,5497,9/28/2018,9/30/2018,B,12
SHZCV,5497,11/25/2018,11/27/2018,A,12
PXCLS,5498,9/13/2018,9/13/2018,B,10
